cp,artist,song,section,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres,text_2,type,key_labels
"4,1,4,1,4",u2,angel of harlem,intro and verse,0.519,0.6940000000000001,0.0,-10.792,1.0,0.0264,0.104,2.3e-06,0.111,0.928,102.718,229267.0,4.0,5,"['irish rock', 'permanent wave', 'rock']","It was a cold and wet December day
When we touched the ground at JFK
Snow was melting on the ground
On BLS I heard the sound
Of an angel
New York, like a Christmas tree
Tonight this city belongs to me
Birdland on fifty-three
The street sounds like a symphony
We got John Coltrane and a love supreme
Miles, and she's got to be an angel
Lady Day got diamond eyes
She sees the truth behind the lies
Angel of Harlem
She says it's heart...heart and soul...
Yeah yeah...(yeah)
Yeah yeah...(right now)
Blue light on the avenue
God knows they got to you
An empty glass, the lady sings
Eyes swollen like a bee sting
Blinded you lost your way
Through the side streets and the alleyway
Like a star exploding in the night
Falling to the city in broad daylight
An angel in Devil's shoes
Salvation in the blues
You never looked like an angel
Yeah yeah...angel of Harlem
Angel...angel of Harlem...
[Repeat and fade]",irish rock,$C$
"1,4,1,4,1",inxs,never tear us apart,verse and pre-chorus,0.665,0.6859999999999999,0.0,-5.849,1.0,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694.0,3.0,5,"['australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']","Don't ask me
What you know is true
Don't have to tell you
I love your precious heart
We could live
For a thousand years
But if I hurt you
I'd make wine from your tears
I told you
That we could fly
'Cause we all have wings
But some of us don't know why
And they could never ever tear us apart
You were standing
I was there",australian rock,$C$
"1,4,1,4,5",inxs,never tear us apart,verse and pre-chorus,0.665,0.6859999999999999,0.0,-5.849,1.0,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694.0,3.0,5,"['australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']","Don't ask me
What you know is true
Don't have to tell you
I love your precious heart
We could live
For a thousand years
But if I hurt you
I'd make wine from your tears
I told you
That we could fly
'Cause we all have wings
But some of us don't know why
And they could never ever tear us apart
You were standing
I was there",australian rock,$C$
"4,1,4,1,4",inxs,never tear us apart,verse and pre-chorus,0.665,0.6859999999999999,0.0,-5.849,1.0,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694.0,3.0,5,"['australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']","Don't ask me
What you know is true
Don't have to tell you
I love your precious heart
We could live
For a thousand years
But if I hurt you
I'd make wine from your tears
I told you
That we could fly
'Cause we all have wings
But some of us don't know why
And they could never ever tear us apart
You were standing
I was there",australian rock,$C$
"1,4,1,4,1",the beatles,for you blue,chorus,0.88,0.556,2.0,-10.773,1.0,0.0855,0.24,0.0483,0.24,0.955,128.542,152213.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Because you're sweet and lovely, girl, I love you
Because you're sweet and lovely, girl, it's true
I love you more than ever, girl, I do",british invasion,$D$
"1,4,1,4,1",the beatles,lady madonna,verse,0.65,0.777,2.0,-4.984,1.0,0.0294,0.141,0.3429999999999999,0.215,0.574,109.608,136827.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Who find the money when you pay the rent
Did you think that money was heaven sent
Friday night arrives without a suitcase
Sunday morning creeping like a nun
Monday's child has learned to tie his bootlace
Lady Madonna, baby at your breast
Wonders how you manage to feed the rest
Pa pa pa pa,
Lady Madonna lying on the bed
Listen to the music playing in your head
Tuesday afternoon is never ending
Wednesday morning papers didn't come
Thursday night you stocking needed mending",british invasion,$D$
"1,6,2,5,1",the beatles,lady madonna,bridge,0.65,0.777,2.0,-4.984,1.0,0.0294,0.141,0.3429999999999999,0.215,0.574,109.608,136827.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Lady Madonna, children at your feet
Wonder how you manage to make ends meet
See how they run",british invasion,$D$
"4,1,4,1,4",the beatles,lady madonna,verse,0.65,0.777,2.0,-4.984,1.0,0.0294,0.141,0.3429999999999999,0.215,0.574,109.608,136827.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Who find the money when you pay the rent
Did you think that money was heaven sent
Friday night arrives without a suitcase
Sunday morning creeping like a nun
Monday's child has learned to tie his bootlace
Lady Madonna, baby at your breast
Wonders how you manage to feed the rest
Pa pa pa pa,
Lady Madonna lying on the bed
Listen to the music playing in your head
Tuesday afternoon is never ending
Wednesday morning papers didn't come
Thursday night you stocking needed mending",british invasion,$D$
"5,1,6,2,5",the beatles,lady madonna,bridge,0.65,0.777,2.0,-4.984,1.0,0.0294,0.141,0.3429999999999999,0.215,0.574,109.608,136827.0,4.0,5,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']","Lady Madonna, children at your feet
Wonder how you manage to make ends meet
See how they run",british invasion,$D$
"1,4,1,4,1",john denver,leaving on a jet plane,pre-chorus and chorus,0.4379999999999999,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.6659999999999999,121.359,244600.0,4.0,5,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']","So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go",adult standards,$G$
"1,4,1,4,5",john denver,leaving on a jet plane,pre-chorus and chorus,0.4379999999999999,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.6659999999999999,121.359,244600.0,4.0,5,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']","So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go",adult standards,$G$
"1,4,5,1,4",john denver,leaving on a jet plane,pre-chorus and chorus,0.4379999999999999,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.6659999999999999,121.359,244600.0,4.0,5,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']","So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go",adult standards,$G$
"4,1,4,1,4",john denver,leaving on a jet plane,pre-chorus and chorus,0.4379999999999999,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.6659999999999999,121.359,244600.0,4.0,5,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']","So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go",adult standards,$G$
"4,1,4,5,1",john denver,leaving on a jet plane,pre-chorus and chorus,0.4379999999999999,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.6659999999999999,121.359,244600.0,4.0,5,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']","So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go",adult standards,$G$
"4,5,1,4,1",john denver,leaving on a jet plane,pre-chorus and chorus,0.4379999999999999,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.6659999999999999,121.359,244600.0,4.0,5,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']","So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go",adult standards,$G$
"5,1,4,1,4",john denver,leaving on a jet plane,pre-chorus and chorus,0.4379999999999999,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.6659999999999999,121.359,244600.0,4.0,5,"['adult standards', 'christmas', 'folk', 'folk rock', 'mellow gold', 'soft rock']","So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leavin' on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go",adult standards,$G$
"1,4,1,4,1",kenny loggins,footloose,verse,0.583,0.905,2.0,-6.132000000000001,1.0,0.0733,0.0984,0.0001899999999999,0.0593,0.6459999999999999,173.982,226827.0,4.0,5,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']","I've been working so hard
I'm punching my card
Eight hours for what?
Oh, tell me what I got
I've got this feeling
That time's just holding me down
I'll hit the ceiling or else
I'll tear up this town
Now I gotta cut loose
You're playing so cool, obeying every rule
Dig a way down in your heart
You're burning yearning for some
Somebody to tell you that life ain't passing you by
I'm trying to tell you
It will if you don't even try
You'll get by if you'd only
Cut loose, footloose, kick off the Sunday shoes
Ooh-wee Marie shake it, shake it for me
Woah, Milo come on, come on let's go
You got to turn me around and put your
Feet on the ground, now take the hold of all
Ah ah ah ah ah
I'm turning you loose
Lose your blues, everybody cut footloose (footloose)
Lose your blues,
Everybody cut, everybody cut footloose",album rock,$D$
"1,4,1,4,1",kenny loggins,footloose,chorus,0.583,0.905,2.0,-6.132000000000001,1.0,0.0733,0.0984,0.0001899999999999,0.0593,0.6459999999999999,173.982,226827.0,4.0,5,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']","Footloose, kick off the Sunday shoes
Please, Louise, pull me off of my knees
Jack, get back, come on before we crack
Lose your blues, everybody cut footloose
Everybody cut, everybody cut",album rock,$D$
"4,1,4,1,4",kenny loggins,footloose,verse,0.583,0.905,2.0,-6.132000000000001,1.0,0.0733,0.0984,0.0001899999999999,0.0593,0.6459999999999999,173.982,226827.0,4.0,5,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']","I've been working so hard
I'm punching my card
Eight hours for what?
Oh, tell me what I got
I've got this feeling
That time's just holding me down
I'll hit the ceiling or else
I'll tear up this town
Now I gotta cut loose
You're playing so cool, obeying every rule
Dig a way down in your heart
You're burning yearning for some
Somebody to tell you that life ain't passing you by
I'm trying to tell you
It will if you don't even try
You'll get by if you'd only
Cut loose, footloose, kick off the Sunday shoes
Ooh-wee Marie shake it, shake it for me
Woah, Milo come on, come on let's go
You got to turn me around and put your
Feet on the ground, now take the hold of all
Ah ah ah ah ah
I'm turning you loose
Lose your blues, everybody cut footloose (footloose)
Lose your blues,
Everybody cut, everybody cut footloose",album rock,$D$
"4,1,4,1,4",kenny loggins,footloose,chorus,0.583,0.905,2.0,-6.132000000000001,1.0,0.0733,0.0984,0.0001899999999999,0.0593,0.6459999999999999,173.982,226827.0,4.0,5,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']","Footloose, kick off the Sunday shoes
Please, Louise, pull me off of my knees
Jack, get back, come on before we crack
Lose your blues, everybody cut footloose
Everybody cut, everybody cut",album rock,$D$
"1,4,1,4,1",john mellencamp,pink houses,chorus,0.635,0.795,7.0,-5.313,1.0,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,283667.0,4.0,5,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']","Oh but ain't that America, for you and me
Ain't that America, we're something to see baby
Ain't that America, home of the free, yeah",album rock,$G$
"1,4,1,4,5",john mellencamp,pink houses,chorus,0.635,0.795,7.0,-5.313,1.0,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,283667.0,4.0,5,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']","Oh but ain't that America, for you and me
Ain't that America, we're something to see baby
Ain't that America, home of the free, yeah",album rock,$G$
"4,1,4,1,4",john mellencamp,pink houses,chorus,0.635,0.795,7.0,-5.313,1.0,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,283667.0,4.0,5,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']","Oh but ain't that America, for you and me
Ain't that America, we're something to see baby
Ain't that America, home of the free, yeah",album rock,$G$
"4,1,4,5,4",john mellencamp,pink houses,chorus,0.635,0.795,7.0,-5.313,1.0,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,283667.0,4.0,5,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'southern rock']","Oh but ain't that America, for you and me
Ain't that America, we're something to see baby
Ain't that America, home of the free, yeah",album rock,$G$
"1,4,1,4,1",wang chung,everybody have fun tonight,chorus,0.736,0.612,9.0,-12.281,1.0,0.0386,0.0865,0.000104,0.0387,0.731,128.84799999999998,287360.0,4.0,5,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']","Rip it up
Move down
Move it down to the ground
Cool down
[Chorus:]
Ev'rybody have fun tonight
Ev'rybody Wang Chung tonight
(Ev'rybody)",album rock,$A$
"1,4,6,4,1",wang chung,everybody have fun tonight,chorus,0.736,0.612,9.0,-12.281,1.0,0.0386,0.0865,0.000104,0.0387,0.731,128.84799999999998,287360.0,4.0,5,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']","Rip it up
Move down
Move it down to the ground
Cool down
[Chorus:]
Ev'rybody have fun tonight
Ev'rybody Wang Chung tonight
(Ev'rybody)",album rock,$A$
"4,1,4,1,4",wang chung,everybody have fun tonight,chorus,0.736,0.612,9.0,-12.281,1.0,0.0386,0.0865,0.000104,0.0387,0.731,128.84799999999998,287360.0,4.0,5,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']","Rip it up
Move down
Move it down to the ground
Cool down
[Chorus:]
Ev'rybody have fun tonight
Ev'rybody Wang Chung tonight
(Ev'rybody)",album rock,$A$
"4,1,4,6,4",wang chung,everybody have fun tonight,chorus,0.736,0.612,9.0,-12.281,1.0,0.0386,0.0865,0.000104,0.0387,0.731,128.84799999999998,287360.0,4.0,5,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']","Rip it up
Move down
Move it down to the ground
Cool down
[Chorus:]
Ev'rybody have fun tonight
Ev'rybody Wang Chung tonight
(Ev'rybody)",album rock,$A$
"4,6,4,1,4",wang chung,everybody have fun tonight,chorus,0.736,0.612,9.0,-12.281,1.0,0.0386,0.0865,0.000104,0.0387,0.731,128.84799999999998,287360.0,4.0,5,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']","Rip it up
Move down
Move it down to the ground
Cool down
[Chorus:]
Ev'rybody have fun tonight
Ev'rybody Wang Chung tonight
(Ev'rybody)",album rock,$A$
"1,4,1,4,5",warren zevon,things to do in denver when you're dead,verse,0.599,0.56,9.0,-9.145,1.0,0.0245,0.00616,2.13e-06,0.091,0.731,87.69,172693.0,4.0,5,"['alternative country', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']","I called up my friend LeRoy on the phone
I said, Buddy, I'm afraid to be alone
I got some weird ideas in my head
About things to do in Denver when you're dead
I was working on a steak the other day
I saw Waddy in the Rattlesnake Cafe
Dressed in black, tossing back a shot of rye
Finding things to do in Denver when you die
You won't need a cab to find a priest
And you just roll around Denver all day
LeRoy says there's something you should know
Not everybody has a place to go
And home is just a place to hang your head
And dream up things to do in Denver when you're dead
You won't need a cap to find a priest
And you jut roll around Denver all day
You just roll around Denver all day",alternative country,$A$
"1,4,5,1,4",warren zevon,things to do in denver when you're dead,verse,0.599,0.56,9.0,-9.145,1.0,0.0245,0.00616,2.13e-06,0.091,0.731,87.69,172693.0,4.0,5,"['alternative country', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']","I called up my friend LeRoy on the phone
I said, Buddy, I'm afraid to be alone
I got some weird ideas in my head
About things to do in Denver when you're dead
I was working on a steak the other day
I saw Waddy in the Rattlesnake Cafe
Dressed in black, tossing back a shot of rye
Finding things to do in Denver when you die
You won't need a cab to find a priest
And you just roll around Denver all day
LeRoy says there's something you should know
Not everybody has a place to go
And home is just a place to hang your head
And dream up things to do in Denver when you're dead
You won't need a cap to find a priest
And you jut roll around Denver all day
You just roll around Denver all day",alternative country,$A$
"4,1,4,5,1",warren zevon,things to do in denver when you're dead,verse,0.599,0.56,9.0,-9.145,1.0,0.0245,0.00616,2.13e-06,0.091,0.731,87.69,172693.0,4.0,5,"['alternative country', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']","I called up my friend LeRoy on the phone
I said, Buddy, I'm afraid to be alone
I got some weird ideas in my head
About things to do in Denver when you're dead
I was working on a steak the other day
I saw Waddy in the Rattlesnake Cafe
Dressed in black, tossing back a shot of rye
Finding things to do in Denver when you die
You won't need a cab to find a priest
And you just roll around Denver all day
LeRoy says there's something you should know
Not everybody has a place to go
And home is just a place to hang your head
And dream up things to do in Denver when you're dead
You won't need a cap to find a priest
And you jut roll around Denver all day
You just roll around Denver all day",alternative country,$A$
"4,5,1,4,1",warren zevon,things to do in denver when you're dead,verse,0.599,0.56,9.0,-9.145,1.0,0.0245,0.00616,2.13e-06,0.091,0.731,87.69,172693.0,4.0,5,"['alternative country', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']","I called up my friend LeRoy on the phone
I said, Buddy, I'm afraid to be alone
I got some weird ideas in my head
About things to do in Denver when you're dead
I was working on a steak the other day
I saw Waddy in the Rattlesnake Cafe
Dressed in black, tossing back a shot of rye
Finding things to do in Denver when you die
You won't need a cab to find a priest
And you just roll around Denver all day
LeRoy says there's something you should know
Not everybody has a place to go
And home is just a place to hang your head
And dream up things to do in Denver when you're dead
You won't need a cap to find a priest
And you jut roll around Denver all day
You just roll around Denver all day",alternative country,$A$
"5,1,4,1,4",warren zevon,things to do in denver when you're dead,verse,0.599,0.56,9.0,-9.145,1.0,0.0245,0.00616,2.13e-06,0.091,0.731,87.69,172693.0,4.0,5,"['alternative country', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']","I called up my friend LeRoy on the phone
I said, Buddy, I'm afraid to be alone
I got some weird ideas in my head
About things to do in Denver when you're dead
I was working on a steak the other day
I saw Waddy in the Rattlesnake Cafe
Dressed in black, tossing back a shot of rye
Finding things to do in Denver when you die
You won't need a cab to find a priest
And you just roll around Denver all day
LeRoy says there's something you should know
Not everybody has a place to go
And home is just a place to hang your head
And dream up things to do in Denver when you're dead
You won't need a cap to find a priest
And you jut roll around Denver all day
You just roll around Denver all day",alternative country,$A$
"1,4,1,4,5",eric clapton,lay down sally,intro and verse,0.69,0.5,4.0,-16.145,0.0,0.0909,0.598,0.0288,0.11,0.586,191.539,236093.0,4.0,5,"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']","There is nothing that is wrong
In wanting you to stay here with me.
I know you've got somewhere to go,
But won't you make yourself at home and stay with me?
[Chorus:]
Lay down, Sally, and rest you in my arms.
Don't you think you want someone to talk to?
Lay down, Sally, no need to leave so soon.
I've been trying all night long just to talk to you.
The sun ain't nearly on the rise
And we still got the moon and stars above.
Underneath the velvet skies,
Love is all that matters. Won't you stay with me?
[Chorus]
I long to see the morning light
Coloring your face so dreamily.
So don't you go and say goodbye,
You can lay your worries down and stay with me.
[Chorus: x2]",album rock,$E$
"1,4,1,4,5",def leppard,pour some sugar on me,pre-chorus,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.98899999999999,267307.0,4.0,5,"['album rock', 'glam metal', 'hard rock', 'rock']","Sometime, anytime, sugar me sweet
Break the bubble, break it up
Pour some sugar on me
Ooh in the name of love
C'mon fire me up
Pour your sugar on me
Ooh I can't get enough
I'm hot, sticky sweet",album rock,$C♯/D♭$
"1,4,5,1,4",def leppard,pour some sugar on me,chorus,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.98899999999999,267307.0,4.0,5,"['album rock', 'glam metal', 'hard rock', 'rock']","Sometime, anytime, sugar me sweet
Break the bubble, break it up
Pour some sugar on me
Ooh in the name of love
C'mon fire me up
Pour your sugar on me
Ooh I can't get enough
I'm hot, sticky sweet",album rock,$C♯/D♭$
"4,5,1,4,5",def leppard,pour some sugar on me,chorus,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.98899999999999,267307.0,4.0,5,"['album rock', 'glam metal', 'hard rock', 'rock']","Sometime, anytime, sugar me sweet
Break the bubble, break it up
Pour some sugar on me
Ooh in the name of love
C'mon fire me up
Pour your sugar on me
Ooh I can't get enough
I'm hot, sticky sweet",album rock,$C♯/D♭$
"5,1,4,1,4",def leppard,pour some sugar on me,pre-chorus,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.98899999999999,267307.0,4.0,5,"['album rock', 'glam metal', 'hard rock', 'rock']","Sometime, anytime, sugar me sweet
Break the bubble, break it up
Pour some sugar on me
Ooh in the name of love
C'mon fire me up
Pour your sugar on me
Ooh I can't get enough
I'm hot, sticky sweet",album rock,$C♯/D♭$
"1,4,1,4,6",u2,all i want is you,verse and pre-chorus,0.239,0.442,1.0,-11.494000000000002,1.0,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933.0,4.0,5,"['irish rock', 'permanent wave', 'rock']","A highway with no one on it
Treasure just to look upon it
All the riches in the night
Eyes in a moon of blindness
A river in a time of dryness
A harbor in the tempest
Your love to work out right
To last with me through the night
Your love not to grow cold
All the promises we break
You...",irish rock,$C♯/D♭$
"1,4,6,4,6",u2,all i want is you,verse and pre-chorus,0.239,0.442,1.0,-11.494000000000002,1.0,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933.0,4.0,5,"['irish rock', 'permanent wave', 'rock']","A highway with no one on it
Treasure just to look upon it
All the riches in the night
Eyes in a moon of blindness
A river in a time of dryness
A harbor in the tempest
Your love to work out right
To last with me through the night
Your love not to grow cold
All the promises we break
You...",irish rock,$C♯/D♭$
"4,1,4,6,4",u2,all i want is you,verse and pre-chorus,0.239,0.442,1.0,-11.494000000000002,1.0,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933.0,4.0,5,"['irish rock', 'permanent wave', 'rock']","A highway with no one on it
Treasure just to look upon it
All the riches in the night
Eyes in a moon of blindness
A river in a time of dryness
A harbor in the tempest
Your love to work out right
To last with me through the night
Your love not to grow cold
All the promises we break
You...",irish rock,$C♯/D♭$
"4,6,4,6,4",u2,all i want is you,verse and pre-chorus,0.239,0.442,1.0,-11.494000000000002,1.0,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933.0,4.0,5,"['irish rock', 'permanent wave', 'rock']","A highway with no one on it
Treasure just to look upon it
All the riches in the night
Eyes in a moon of blindness
A river in a time of dryness
A harbor in the tempest
Your love to work out right
To last with me through the night
Your love not to grow cold
All the promises we break
You...",irish rock,$C♯/D♭$
"1,4,1,5,1",ziggy marley,dragonfly,verse,0.7709999999999999,0.482,5.0,-8.323,1.0,0.0686,0.396,2.33e-06,0.0871,0.581,101.564,254427.0,4.0,5,"['reggae', 'roots reggae']","But we're on a ride that never stops
And I wonder how you'll survive with the environment going down the drain
A dog looked at me and said, Ziggy why can't we trust man
Puss and me get together, so, why can't you all just understand
An old tree stood there silently listening to every word we said
As a tear fell he cried what type of creature is man
I said hey Mister Tree the world change but you remain the same
And I wonder how you survive with the environment going down the drain
Hey Miss Butterfly I see you look at me with your beautiful eyes
But we're on a ride, yes we're on a ride, we're on a ride that never stops
And I hope you'll survive while the environment is going down the drain
You must be wondering what type of creature is man",reggae,$F$
"5,1,4,1,5",ziggy marley,dragonfly,verse,0.7709999999999999,0.482,5.0,-8.323,1.0,0.0686,0.396,2.33e-06,0.0871,0.581,101.564,254427.0,4.0,5,"['reggae', 'roots reggae']","But we're on a ride that never stops
And I wonder how you'll survive with the environment going down the drain
A dog looked at me and said, Ziggy why can't we trust man
Puss and me get together, so, why can't you all just understand
An old tree stood there silently listening to every word we said
As a tear fell he cried what type of creature is man
I said hey Mister Tree the world change but you remain the same
And I wonder how you survive with the environment going down the drain
Hey Miss Butterfly I see you look at me with your beautiful eyes
But we're on a ride, yes we're on a ride, we're on a ride that never stops
And I hope you'll survive while the environment is going down the drain
You must be wondering what type of creature is man",reggae,$F$
"5,4,1,4,1",ziggy marley,dragonfly,chorus,0.7709999999999999,0.482,5.0,-8.323,1.0,0.0686,0.396,2.33e-06,0.0871,0.581,101.564,254427.0,4.0,5,"['reggae', 'roots reggae']","Everybody's worried about time
But I just keep that shit off my mind
People living on twenty four hour clocks
Hey Mister Bee the world change but you remain the same
Hey Miss Dragonfly I see you look at me with your beautiful eyes
You must be wondering what type of creature am I",reggae,$F$
"1,4,1,5,4",u2,grace,intro and verse,0.384,0.236,0.0,-16.111,1.0,0.0294,0.873,0.0249,0.113,0.353,180.10299999999998,330573.0,4.0,5,"['irish rock', 'permanent wave', 'rock']","She takes the blame
She covers the shame
Removes the stain
It could be her name
It's a name for a girl
It's also a thought that
Changed the world
And when she walks on the street
She's got the walk
Not on a ramp or on chalk
She's got the time to talk
Of karma, karma
Of karma
When she goes to work
She carries a world on her hips
No champagne flute for her lips
No twirls or skips
Between her fingertips
She carries a pearl
In perfect condition
What once was hurt
What once was friction
What left a mark
No longer stings
Because grace makes beauty
Out of ugly things",irish rock,$C$
"4,1,5,4,1",u2,grace,intro and verse,0.384,0.236,0.0,-16.111,1.0,0.0294,0.873,0.0249,0.113,0.353,180.10299999999998,330573.0,4.0,5,"['irish rock', 'permanent wave', 'rock']","She takes the blame
She covers the shame
Removes the stain
It could be her name
It's a name for a girl
It's also a thought that
Changed the world
And when she walks on the street
She's got the walk
Not on a ramp or on chalk
She's got the time to talk
Of karma, karma
Of karma
When she goes to work
She carries a world on her hips
No champagne flute for her lips
No twirls or skips
Between her fingertips
She carries a pearl
In perfect condition
What once was hurt
What once was friction
What left a mark
No longer stings
Because grace makes beauty
Out of ugly things",irish rock,$C$
"1,4,1,5,4",the white stripes,ball and biscuit,verse,0.518,0.67,9.0,-7.135,1.0,0.192,0.0513,0.145,0.102,0.608,78.223,439067.0,4.0,5,"['alternative rock', 'blues-rock', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']","But soon enough you will care, by the time I'm done
Let's have a ball girl
And take our sweet little
And I'll find me a soap box where I can shout it
Yeah
That my strength is ten fold girl
I'll let you see if you want to before you go
Let's have a ball
And I'll find my a soap box where I can shout it
And I can think of one or two things to say
About it
Alright, listen
Alright, you get the put now
It was the other two which made me your third
But it was my mother who made me the seventh son
But soon enough you will care by the time I'm done",alternative rock,$A$
